t,o,h,l,c,v
1763530200000.0,3025.92,3026.16,2995.0,2997.3,13651.8835
1763531100000.0,2997.23,3017.94,2992.23,3017.56,11221.4945
1763532000000.0,3017.56,3032.21,3010.6,3030.22,8769.3405
1763532900000.0,3030.23,3033.7,3024.07,3031.75,3771.2257
1763533800000.0,3031.74,3044.56,3030.83,3039.28,5632.1066
1763534700000.0,3039.28,3045.03,3033.83,3041.15,3707.7337
1763535600000.0,3041.15,3056.7,3039.25,3055.0,6176.058
1763536500000.0,3054.99,3061.72,3048.45,3051.44,3511.8773
1763537400000.0,3051.43,3075.13,3048.1,3073.81,4918.1511
1763538300000.0,3073.82,3087.71,3072.58,3084.96,7369.8813
1763539200000.0,3084.97,3086.94,3076.53,3082.0,3946.2711
1763540100000.0,3081.99,3100.31,3072.5,3098.59,12417.3761
1763541000000.0,3098.58,3099.59,3084.48,3087.66,3553.8639
1763541900000.0,3087.65,3089.99,3074.5,3080.21,6704.432
1763542800000.0,3080.2,3080.61,3053.55,3067.42,7242.9549
1763543700000.0,3067.41,3073.2,3057.77,3064.61,4254.7614
1763544600000.0,3064.61,3080.68,3064.61,3077.53,3535.4356
1763545500000.0,3077.52,3088.24,3069.0,3088.24,3426.3686
1763546400000.0,3088.24,3112.55,3083.51,3099.17,6290.8364
1763547300000.0,3099.18,3104.32,3092.1,3097.19,2531.7359
1763548200000.0,3097.2,3102.39,3091.49,3099.79,2029.4543
1763549100000.0,3099.79,3099.8,3084.48,3092.0,4235.8722
1763550000000.0,3091.99,3100.74,3088.5,3100.73,2199.9739
1763550900000.0,3100.74,3102.28,3087.55,3087.55,2087.0221
1763551800000.0,3087.54,3095.06,3084.14,3091.78,1815.2299
1763552700000.0,3091.78,3094.26,3077.54,3083.51,2574.8793
1763553600000.0,3083.51,3095.26,3081.01,3087.87,3000.145
1763554500000.0,3087.87,3095.56,3082.12,3092.73,2513.2115
1763555400000.0,3092.73,3097.76,3086.03,3095.35,2858.5869
1763556300000.0,3095.35,3108.76,3093.68,3100.82,5795.7079
1763557200000.0,3100.82,3101.36,3087.34,3091.89,4506.9771
1763558100000.0,3091.88,3099.1,3085.04,3095.02,4067.8573
1763559000000.0,3095.04,3098.38,3070.01,3077.5,9207.0672
1763559900000.0,3077.5,3080.55,3057.76,3067.36,9209.8939
1763560800000.0,3067.36,3070.26,3043.91,3062.01,7699.2971
1763561700000.0,3062.02,3065.18,3023.89,3027.52,9704.9364
1763562600000.0,3027.53,3063.7,3024.08,3061.65,11731.1206
1763563500000.0,3061.64,3068.84,3045.55,3060.51,6292.5854
1763564400000.0,3060.52,3106.2,3059.11,3086.29,12818.2264
1763565300000.0,3086.29,3096.4,3026.33,3035.11,14486.0003
1763566200000.0,3035.11,3036.96,2994.24,3003.35,32955.8074
1763567100000.0,3003.35,3003.58,2967.0,2973.16,27726.477
1763568000000.0,2973.15,3000.0,2963.41,2980.07,20907.5288
1763568900000.0,2980.07,2986.19,2955.25,2960.91,12941.9625
1763569800000.0,2960.91,2967.4,2937.3,2953.27,22086.4254
1763570700000.0,2953.27,2957.05,2936.62,2950.19,9362.312
1763571600000.0,2950.19,2961.22,2918.96,2923.2,16928.2552
1763572500000.0,2923.19,2936.81,2912.5,2935.09,9615.0106
1763573400000.0,2935.08,2938.0,2900.0,2927.7,26240.258
1763574300000.0,2927.69,2929.75,2906.0,2922.85,10427.1652
1763575200000.0,2922.84,2929.68,2902.46,2923.25,12088.2196
1763576100000.0,2923.24,2925.2,2880.49,2888.47,22553.0681
1763577000000.0,2888.47,2900.62,2881.69,2883.26,9771.8623
1763577900000.0,2883.26,2902.55,2881.0,2899.75,8485.2305
1763578800000.0,2899.74,2905.84,2885.34,2891.23,7327.0707
1763579700000.0,2891.23,2892.18,2875.02,2882.37,7419.4021
1763580600000.0,2882.36,2885.0,2873.64,2876.14,5768.1368
1763581500000.0,2876.15,2891.12,2873.98,2881.66,5986.7321
1763582400000.0,2881.66,2888.28,2875.0,2884.91,5818.0265
1763583300000.0,2884.92,2919.6,2882.03,2919.58,12807.0644
1763584200000.0,2919.57,2931.36,2907.99,2915.35,7013.9243
1763585100000.0,2915.35,2957.32,2907.89,2945.29,11689.8035
1763586000000.0,2945.3,2963.1,2939.13,2948.39,11176.0969
1763586900000.0,2948.39,3002.0,2947.35,2969.82,22906.1743
1763587800000.0,2969.82,2995.57,2968.53,2992.37,5428.0837
1763588700000.0,2992.37,2997.08,2983.3,2991.66,4109.2804
1763589600000.0,2991.65,2992.42,2966.18,2968.25,5016.65
1763590500000.0,2968.25,2984.81,2953.85,2983.25,5675.1921
1763591400000.0,2983.25,2985.88,2974.0,2979.88,3353.9578
1763592300000.0,2979.88,2988.7,2973.49,2984.54,2251.0946
1763593200000.0,2984.54,3024.8,2984.54,3017.55,13564.2685
1763594100000.0,3017.54,3023.49,3012.69,3013.38,5140.3394
1763595000000.0,3013.38,3024.5,3009.13,3012.75,6284.1781
1763595900000.0,3012.74,3027.88,3012.1,3025.48,3248.6868
1763596800000.0,3025.48,3025.59,3004.41,3015.92,3365.1852
1763597700000.0,3015.92,3042.2,3014.7,3036.88,6617.5885
1763598600000.0,3036.89,3049.14,3035.22,3042.36,6498.1358
1763599500000.0,3042.36,3047.27,3018.21,3019.27,8132.3183
1763600400000.0,3019.26,3040.4,3018.8,3034.11,17100.1234
1763601300000.0,3034.11,3041.8,3025.4,3028.51,4054.0025
1763602200000.0,3028.52,3046.14,3028.52,3040.83,5396.4118
1763603100000.0,3040.82,3050.5,3037.6,3047.51,3970.0084
1763604000000.0,3047.51,3058.0,3029.33,3043.36,7237.151
1763604900000.0,3043.36,3046.81,3031.29,3034.07,3300.4578
1763605800000.0,3034.08,3043.3,3030.75,3034.78,3520.0174
1763606700000.0,3034.79,3048.56,3030.07,3044.26,7637.0499
1763607600000.0,3044.26,3049.5,3041.04,3044.92,2682.2005
1763608500000.0,3044.92,3053.23,3037.6,3038.06,2845.6892
1763609400000.0,3038.06,3051.64,3037.34,3043.35,2881.1146
1763610300000.0,3043.36,3046.5,3037.27,3038.98,2330.7355
1763611200000.0,3038.99,3041.61,3026.78,3030.22,4569.9553
1763612100000.0,3030.23,3030.23,3017.4,3019.66,5212.2965
1763613000000.0,3019.66,3028.08,3017.53,3026.94,3977.1481
1763613900000.0,3026.93,3055.0,3026.93,3054.01,6975.6878
1763614800000.0,3054.02,3063.61,3047.85,3049.08,9015.8877
1763615700000.0,3049.08,3049.84,3037.04,3037.37,4722.6112
1763616600000.0,3037.37,3039.98,3032.98,3037.28,3086.436
1763617500000.0,3037.28,3044.68,3034.01,3035.38,3060.7856
1763618400000.0,3035.37,3042.5,3034.36,3037.25,2532.8696
1763619300000.0,3037.24,3037.25,3025.88,3028.62,3457.3938
1763620200000.0,3028.63,3030.45,3011.64,3013.18,6222.5058
1763621100000.0,3013.19,3021.47,3006.89,3020.81,5223.1952
1763622000000.0,3020.81,3032.43,3015.5,3032.24,3709.2371
1763622900000.0,3032.4,3033.17,3021.14,3027.81,2266.7025
1763623800000.0,3027.81,3038.51,3026.15,3033.67,2878.9685
1763624700000.0,3033.67,3044.42,3033.67,3039.43,2859.1034
1763625600000.0,3039.44,3044.75,3026.99,3027.94,5378.6195
1763626500000.0,3027.95,3040.6,3022.6,3036.24,5733.2978
1763627400000.0,3036.24,3039.38,3029.73,3034.88,2954.542
1763628300000.0,3034.88,3038.61,3028.62,3030.85,2007.6686
1763629200000.0,3030.85,3033.93,3025.66,3031.09,2199.0073
1763630100000.0,3031.08,3031.22,3012.0,3013.98,3533.0515
1763631000000.0,3013.97,3017.34,3008.91,3011.5,3748.3596
1763631900000.0,3011.51,3013.91,2995.52,3011.39,9293.9247
1763632800000.0,3011.39,3013.49,2993.91,2999.33,5646.5501
1763633700000.0,2999.34,3018.91,2999.01,3017.49,3444.7918
1763634600000.0,3017.5,3020.86,3006.5,3008.91,3259.3666
1763635500000.0,3008.91,3016.1,3006.14,3015.3,2915.5293
1763636400000.0,3015.3,3017.0,3007.85,3013.29,2139.0576
1763637300000.0,3013.3,3017.41,3002.0,3004.6,1982.0699
1763638200000.0,3004.6,3023.75,3004.44,3019.14,4472.707
1763639100000.0,3019.14,3027.48,3017.27,3023.98,4504.501
1763640000000.0,3023.99,3027.12,3011.22,3012.3,2281.6942
1763640900000.0,3012.31,3022.15,3010.74,3019.8,2679.7987
1763641800000.0,3019.81,3029.79,3015.0,3018.01,2798.4866
1763642700000.0,3018.01,3033.0,3017.6,3028.86,3142.9255
1763643600000.0,3028.87,3038.55,3022.25,3036.47,5243.3871
1763644500000.0,3036.48,3037.21,3015.01,3022.86,5104.8422
1763645400000.0,3022.87,3049.58,2998.89,3001.8,17366.6911
1763646300000.0,3001.8,3022.89,2996.28,2999.81,6258.1291
1763647200000.0,2999.82,3001.0,2963.68,2969.54,21670.6925
1763648100000.0,2969.54,3018.43,2967.68,3013.02,12823.1912
1763649000000.0,3013.02,3022.7,2978.19,2993.19,17844.4844
1763649900000.0,2993.19,3010.74,2985.71,3000.7,8807.8051
1763650800000.0,3000.7,3003.48,2961.97,2973.07,12501.766
1763651700000.0,2973.12,2999.99,2964.36,2988.26,8037.9945
1763652600000.0,2988.26,2996.73,2975.24,2988.11,5732.2008
1763653500000.0,2988.12,2988.79,2952.39,2955.68,11398.7004
1763654400000.0,2955.65,2961.28,2889.19,2898.97,50378.5122
1763655300000.0,2898.98,2918.75,2883.73,2890.45,27887.9015
1763656200000.0,2890.44,2898.76,2866.79,2868.4,25501.0149
1763657100000.0,2868.4,2876.14,2848.01,2862.68,35958.1646
1763658000000.0,2862.65,2873.62,2807.35,2819.54,42220.1153
1763658900000.0,2819.53,2834.1,2809.06,2826.72,22523.3753
1763659800000.0,2826.71,2844.78,2817.23,2821.29,18097.8156
1763660700000.0,2821.28,2840.64,2814.0,2833.66,20057.5498
1763661600000.0,2833.65,2860.01,2814.23,2858.8,35632.7119
1763662500000.0,2858.8,2860.64,2821.03,2824.23,35188.3061
1763663400000.0,2824.22,2830.58,2818.0,2822.94,11670.7609
1763664300000.0,2822.93,2824.31,2806.36,2813.66,39450.7639
1763665200000.0,2813.66,2821.61,2790.01,2812.15,45360.3605
1763666100000.0,2812.14,2846.57,2807.0,2839.45,23195.492
1763667000000.0,2839.44,2840.42,2822.5,2834.51,9434.1793
1763667900000.0,2834.52,2855.28,2829.66,2847.9,8897.1652
1763668800000.0,2847.89,2847.89,2819.55,2822.56,8540.0955
1763669700000.0,2822.56,2855.05,2820.65,2851.56,9229.5365
1763670600000.0,2851.55,2856.54,2834.4,2839.71,9288.8793
1763671500000.0,2839.7,2850.59,2829.84,2835.29,6030.6195
1763672400000.0,2835.3,2854.4,2834.63,2848.64,5238.5395
1763673300000.0,2848.63,2884.69,2845.47,2864.97,7210.6353
1763674200000.0,2864.98,2888.86,2863.28,2888.62,5823.603
1763675100000.0,2888.62,2897.63,2877.59,2879.65,4968.7894
1763676000000.0,2879.64,2902.02,2876.18,2897.76,5266.0823
1763676900000.0,2897.75,2905.58,2895.22,2901.53,3809.8381
1763677800000.0,2901.53,2905.93,2881.49,2888.9,4439.5771
1763678700000.0,2888.89,2895.17,2885.0,2886.17,1860.8586
1763679600000.0,2886.16,2891.54,2859.15,2867.79,8549.5637
1763680500000.0,2867.79,2875.0,2856.01,2864.45,3861.393
1763681400000.0,2864.46,2865.98,2833.09,2849.34,7883.7323
1763682300000.0,2849.34,2852.8,2826.49,2834.22,4823.6321
1763683200000.0,2834.21,2858.68,2832.56,2858.06,7299.779
1763684100000.0,2858.05,2863.67,2847.26,2856.42,3471.3486
1763685000000.0,2856.41,2870.0,2848.07,2861.16,3265.3791
1763685900000.0,2861.15,2869.76,2858.08,2861.08,1952.2232
1763686800000.0,2861.11,2870.87,2856.34,2863.84,4032.2271
1763687700000.0,2863.84,2886.73,2851.69,2881.96,7094.5177
1763688600000.0,2881.95,2882.78,2860.0,2869.1,3311.1563
1763689500000.0,2869.11,2873.0,2859.19,2862.09,4110.2836
1763690400000.0,2862.1,2862.18,2835.17,2836.45,8689.8391
1763691300000.0,2836.46,2857.14,2822.22,2838.19,8559.2338
1763692200000.0,2838.18,2847.94,2810.44,2812.01,11423.7366
1763693100000.0,2812.0,2833.39,2772.84,2782.67,23770.0238
1763694000000.0,2782.66,2823.07,2781.85,2810.7,10991.6895
1763694900000.0,2810.71,2817.25,2789.53,2808.22,10239.0694
1763695800000.0,2808.21,2826.0,2796.84,2822.63,5762.1674
1763696700000.0,2822.63,2824.67,2808.98,2809.18,3260.2214
1763697600000.0,2809.17,2813.07,2799.17,2808.73,3862.1317
1763698500000.0,2808.73,2811.77,2800.0,2809.77,4103.6709
1763699400000.0,2809.77,2812.99,2782.75,2810.21,11787.8214
1763700300000.0,2810.22,2821.92,2801.54,2818.89,7263.4014
1763701200000.0,2818.88,2828.86,2814.7,2824.47,5814.8425
1763702100000.0,2824.46,2832.66,2820.62,2821.68,7441.9633
1763703000000.0,2821.69,2827.99,2800.6,2806.0,6894.949
1763703900000.0,2806.01,2810.88,2800.0,2809.43,5471.4456
1763704800000.0,2809.43,2814.81,2789.28,2808.64,15362.4818
1763705700000.0,2808.64,2810.19,2791.3,2792.0,5666.0452
1763706600000.0,2791.99,2800.27,2780.36,2796.39,8756.9817
1763707500000.0,2796.39,2800.85,2789.22,2790.2,14131.6144
1763708400000.0,2790.2,2801.21,2775.0,2780.09,17373.6658
1763709300000.0,2780.1,2782.04,2755.87,2756.76,18540.0814
1763710200000.0,2756.77,2762.23,2669.0,2732.76,114181.6385
1763711100000.0,2732.75,2734.76,2704.27,2720.17,35440.0622
1763712000000.0,2720.17,2751.68,2706.35,2743.34,23873.7778
1763712900000.0,2743.33,2754.48,2735.0,2736.4,11132.9958
1763713800000.0,2736.4,2748.85,2722.2,2728.87,10720.5899
1763714700000.0,2728.87,2746.27,2726.61,2737.89,8294.3149
1763715600000.0,2737.9,2748.5,2731.5,2736.57,8293.5548
1763716500000.0,2736.58,2739.17,2708.84,2710.17,12943.6236
1763717400000.0,2710.17,2714.68,2682.34,2689.78,21453.8532
1763718300000.0,2689.77,2692.05,2680.0,2681.42,15352.6355
1763719200000.0,2681.41,2708.85,2663.01,2693.21,34475.5785
1763720100000.0,2693.21,2705.0,2678.83,2686.27,21009.6748
1763721000000.0,2686.28,2717.14,2686.27,2707.5,12476.5007
1763721900000.0,2707.49,2709.0,2695.29,2696.8,6077.2407
1763722800000.0,2696.8,2722.98,2695.26,2720.51,9363.2005
1763723700000.0,2720.51,2722.33,2710.35,2710.79,4498.0111
1763724600000.0,2710.78,2718.76,2687.79,2693.72,6941.4902
1763725500000.0,2693.72,2695.0,2674.49,2688.42,11918.5002
1763726400000.0,2688.42,2693.98,2670.74,2686.17,14470.9795
1763727300000.0,2686.17,2686.17,2623.57,2639.0,39361.3422
1763728200000.0,2639.01,2731.68,2639.01,2728.95,39858.0421
1763729100000.0,2728.96,2743.17,2721.18,2727.59,17513.3782
1763730000000.0,2727.59,2749.33,2711.06,2739.2,15050.3883
1763730900000.0,2739.2,2762.0,2731.63,2736.68,15137.4633
1763731800000.0,2736.69,2760.07,2729.77,2759.28,7689.3072
1763732700000.0,2759.28,2769.61,2740.0,2741.79,11736.3602
1763733600000.0,2741.79,2747.91,2731.08,2731.08,9076.8252
1763734500000.0,2731.09,2731.75,2718.65,2727.57,9336.6944
1763735400000.0,2727.56,2777.24,2723.99,2760.43,30145.4479
1763736300000.0,2760.44,2781.83,2742.06,2770.35,21247.7791
1763737200000.0,2770.36,2778.93,2734.13,2742.18,14627.181
1763738100000.0,2742.18,2754.99,2724.6,2729.64,13870.363
1763739000000.0,2729.64,2736.17,2691.2,2712.13,19619.4694
1763739900000.0,2712.14,2722.65,2687.55,2705.32,15620.2754
1763740800000.0,2705.31,2710.45,2675.0,2699.1,18739.4156
1763741700000.0,2699.1,2719.11,2678.0,2718.64,16762.0797
1763742600000.0,2718.63,2738.86,2708.04,2714.61,12591.5412
1763743500000.0,2714.62,2764.0,2704.21,2762.8,12659.9162
1763744400000.0,2762.81,2793.85,2754.89,2784.73,12527.3861
1763745300000.0,2784.74,2806.84,2779.06,2794.46,14761.0518
1763746200000.0,2794.46,2805.5,2786.06,2794.02,8169.4835
1763747100000.0,2794.03,2803.47,2779.27,2780.48,6317.259
1763748000000.0,2780.49,2783.15,2725.8,2730.29,23927.4571
1763748900000.0,2730.28,2748.93,2716.49,2747.9,17360.8858
1763749800000.0,2747.89,2777.75,2744.95,2773.24,8747.639
1763750700000.0,2773.25,2794.49,2766.96,2779.15,8887.6383
1763751600000.0,2779.15,2787.24,2763.93,2768.8,8219.2682
1763752500000.0,2768.8,2787.96,2763.47,2777.91,5502.8958
1763753400000.0,2777.91,2782.2,2752.23,2755.93,5712.7621
1763754300000.0,2755.93,2757.5,2740.22,2752.24,5085.2954
1763755200000.0,2752.23,2756.21,2728.15,2746.07,5709.8517
1763756100000.0,2746.07,2746.32,2709.21,2711.28,7894.2794
1763757000000.0,2711.27,2739.72,2708.55,2737.79,8454.0967
1763757900000.0,2737.8,2752.0,2730.0,2737.86,7481.9295
1763758800000.0,2737.83,2747.19,2731.49,2745.26,5102.8238
1763759700000.0,2745.26,2770.41,2740.21,2764.87,8457.9181
1763760600000.0,2764.88,2777.01,2760.32,2771.27,4616.8366
1763761500000.0,2771.27,2775.0,2764.19,2767.23,4023.7317
1763762400000.0,2767.22,2774.09,2762.31,2766.11,2662.7676
1763763300000.0,2766.11,2769.91,2748.69,2751.92,2944.8468
1763764200000.0,2751.92,2752.49,2732.6,2745.48,3312.1593
1763765100000.0,2745.49,2754.57,2720.72,2721.88,3835.1983
1763766000000.0,2721.89,2730.74,2713.15,2730.53,7137.8485
1763766900000.0,2730.54,2761.0,2730.46,2761.0,4799.8703
1763767800000.0,2760.99,2767.5,2754.0,2764.99,2682.5834
1763768700000.0,2764.99,2769.8,2762.96,2765.85,2874.161
1763769600000.0,2765.86,2780.59,2763.69,2777.49,4898.9607
1763770500000.0,2777.49,2777.87,2758.21,2758.86,2115.5689
1763771400000.0,2758.87,2778.0,2758.87,2770.08,1841.8201
1763772300000.0,2770.07,2771.13,2759.24,2766.35,2292.375
1763773200000.0,2766.36,2774.94,2761.49,2765.67,2025.0497
1763774100000.0,2765.68,2774.37,2763.56,2771.93,1618.9121
1763775000000.0,2771.93,2784.12,2768.07,2768.87,2775.5147
1763775900000.0,2768.87,2778.5,2768.87,2774.7,1434.3013
1763776800000.0,2774.7,2777.49,2760.01,2761.33,2970.537
1763777700000.0,2761.33,2762.25,2749.89,2757.02,3013.7609
1763778600000.0,2757.03,2757.17,2741.23,2743.21,3322.0845
1763779500000.0,2743.21,2754.99,2739.76,2752.84,2131.7479
1763780400000.0,2752.84,2757.5,2745.82,2756.94,3582.53
1763781300000.0,2756.94,2757.73,2742.25,2747.63,2117.2279
1763782200000.0,2747.63,2753.3,2743.0,2748.24,1712.5722
1763783100000.0,2748.23,2755.78,2744.32,2752.27,1952.8886
1763784000000.0,2752.27,2754.36,2733.02,2735.29,8749.2766
1763784900000.0,2735.29,2742.4,2726.79,2736.49,5196.5494
1763785800000.0,2736.5,2742.0,2726.66,2734.24,2935.4886
1763786700000.0,2734.24,2750.0,2731.94,2747.27,2048.989
1763787600000.0,2747.26,2749.69,2741.42,2744.33,1602.9895
1763788500000.0,2744.34,2744.34,2730.24,2737.12,2334.4807
1763789400000.0,2737.13,2739.3,2727.5,2731.4,1819.6024
1763790300000.0,2731.41,2746.02,2731.36,2744.48,1636.7144
1763791200000.0,2744.49,2746.32,2732.59,2742.9,1694.7192
1763792100000.0,2742.9,2754.37,2739.23,2751.37,1717.0874
1763793000000.0,2751.38,2768.53,2750.64,2762.62,2864.859
1763793900000.0,2762.61,2767.76,2758.05,2766.26,2354.3344
1763794800000.0,2766.26,2771.0,2757.9,2759.51,3227.3751
1763795700000.0,2759.52,2768.5,2757.34,2760.32,1346.0361
1763796600000.0,2760.32,2764.88,2754.65,2759.27,1634.8715
1763797500000.0,2759.27,2762.5,2755.41,2756.21,1884.5061
1763798400000.0,2756.21,2756.36,2744.51,2746.78,1800.4427
1763799300000.0,2746.78,2746.78,2727.19,2729.01,3518.1751
1763800200000.0,2729.01,2737.89,2718.82,2729.14,6863.2566
1763801100000.0,2729.13,2737.81,2725.5,2729.89,3152.9708
1763802000000.0,2729.89,2739.78,2729.89,2736.74,2453.9255
1763802900000.0,2736.74,2736.75,2721.27,2726.93,2250.7562
1763803800000.0,2726.92,2738.88,2722.04,2729.58,3333.3626
1763804700000.0,2729.58,2735.18,2724.82,2725.74,1963.4124
1763805600000.0,2725.74,2731.5,2725.6,2728.55,1488.9069
1763806500000.0,2728.55,2728.55,2708.43,2710.75,5867.397
1763807400000.0,2710.76,2717.22,2709.14,2712.82,1890.0425
1763808300000.0,2712.82,2717.32,2705.26,2712.89,2792.4958
1763809200000.0,2712.89,2730.76,2704.33,2729.46,2919.5228
1763810100000.0,2729.45,2740.46,2722.29,2736.32,3057.5208
1763811000000.0,2736.32,2743.0,2734.4,2741.37,3659.013
1763811900000.0,2741.37,2742.73,2734.74,2735.16,3180.4511
1763812800000.0,2735.16,2736.05,2713.74,2716.45,3563.5976
1763813700000.0,2716.46,2722.76,2715.5,2717.22,2632.8942
1763814600000.0,2717.22,2723.0,2714.0,2716.3,2104.0369
1763815500000.0,2716.31,2724.39,2711.01,2721.08,2942.1135
1763816400000.0,2721.08,2734.55,2712.0,2728.93,1798.9364
1763817300000.0,2728.93,2730.22,2715.16,2718.23,2055.311
1763818200000.0,2718.24,2721.99,2712.0,2720.54,2990.847
1763819100000.0,2720.54,2724.83,2715.59,2719.49,1640.5861
1763820000000.0,2719.49,2741.38,2718.5,2740.38,3876.7036
1763820900000.0,2740.39,2754.45,2737.8,2745.31,5730.8201
1763821800000.0,2745.31,2752.57,2740.68,2740.68,4159.6363
1763822700000.0,2740.68,2750.61,2733.37,2745.81,2832.6366
1763823600000.0,2745.82,2750.4,2737.49,2740.96,4572.9358
1763824500000.0,2740.96,2750.98,2740.48,2747.41,1761.0396
1763825400000.0,2747.42,2748.33,2727.22,2730.14,3435.5797
1763826300000.0,2730.14,2742.5,2725.99,2738.92,3795.315
1763827200000.0,2738.92,2750.0,2735.2,2749.45,2500.4197
1763828100000.0,2749.45,2755.44,2744.53,2749.32,13367.4269
1763829000000.0,2749.31,2757.19,2745.31,2756.25,3989.1341
1763829900000.0,2756.26,2759.02,2752.08,2755.48,2931.1695
1763830800000.0,2755.49,2756.0,2744.97,2751.49,2428.7215
1763831700000.0,2751.49,2758.44,2748.61,2756.49,1512.3402
1763832600000.0,2756.49,2757.31,2746.97,2749.21,1740.9209
1763833500000.0,2749.21,2752.0,2745.34,2750.01,1487.1875
1763834400000.0,2750.02,2754.89,2746.49,2752.07,1824.1365
1763835300000.0,2752.07,2752.5,2748.05,2750.93,1164.3791
1763836200000.0,2750.94,2751.32,2743.02,2750.03,2816.8332
1763837100000.0,2750.02,2754.69,2747.63,2752.5,1228.9868
1763838000000.0,2752.5,2757.5,2748.47,2753.2,1369.8094
1763838900000.0,2753.19,2755.87,2748.31,2750.92,943.117
1763839800000.0,2750.93,2752.5,2744.85,2747.61,1186.5808
1763840700000.0,2747.62,2754.03,2746.49,2750.65,978.713
1763841600000.0,2750.65,2756.87,2750.09,2755.8,1887.4546
1763842500000.0,2755.8,2756.59,2751.06,2754.72,693.2969
1763843400000.0,2754.72,2754.84,2743.01,2743.21,1376.9087
1763844300000.0,2743.21,2745.47,2733.72,2741.26,2227.559
1763845200000.0,2741.26,2745.74,2737.02,2739.74,1907.0887
1763846100000.0,2739.75,2748.33,2739.49,2746.12,752.4174
1763847000000.0,2746.11,2748.0,2742.28,2746.35,771.691
1763847900000.0,2746.36,2748.62,2744.35,2747.5,1163.7121
1763848800000.0,2747.5,2757.64,2741.85,2757.38,1664.9376
1763849700000.0,2757.38,2768.25,2756.13,2759.38,3769.6858
1763850600000.0,2759.37,2768.49,2757.47,2768.48,2755.08
1763851500000.0,2768.48,2799.01,2765.01,2789.27,10705.9004
1763852400000.0,2789.26,2793.45,2776.59,2783.31,3925.0335
1763853300000.0,2783.31,2783.95,2767.62,2778.3,2929.3529
1763854200000.0,2778.3,2781.23,2768.69,2771.93,2285.8382
1763855100000.0,2771.92,2773.99,2767.62,2770.12,1467.1039
1763856000000.0,2770.12,2781.0,2768.29,2779.09,2374.6474
1763856900000.0,2779.13,2789.41,2776.83,2780.61,3571.6679
1763857800000.0,2780.6,2781.28,2770.61,2774.87,3606.7264
1763858700000.0,2774.86,2776.85,2768.32,2772.99,1297.0305
1763859600000.0,2773.0,2784.84,2771.93,2783.62,1892.7842
1763860500000.0,2783.63,2792.61,2780.53,2787.59,7225.7334
1763861400000.0,2787.59,2805.7,2785.18,2803.23,7073.6345
1763862300000.0,2803.23,2815.73,2799.24,2808.44,7277.985
1763863200000.0,2808.45,2819.27,2804.37,2810.65,6131.6091
1763864100000.0,2810.65,2825.21,2807.49,2818.59,4542.3446
1763865000000.0,2818.58,2834.33,2817.9,2828.08,7774.4486
1763865900000.0,2828.07,2832.18,2819.88,2821.12,5148.2962
1763866800000.0,2821.12,2822.86,2809.73,2813.7,3956.1608
1763867700000.0,2813.7,2817.87,2810.17,2813.89,1937.9923
1763868600000.0,2813.88,2822.2,2811.59,2819.1,2010.5358
1763869500000.0,2819.1,2824.95,2816.89,2824.77,2060.4805
1763870400000.0,2824.77,2835.03,2819.76,2834.16,4158.4506
1763871300000.0,2834.16,2852.17,2828.29,2828.73,11789.7157
1763872200000.0,2828.76,2831.94,2821.77,2822.25,4823.221
1763873100000.0,2822.25,2835.08,2820.85,2827.76,5339.3869
1763874000000.0,2827.77,2831.25,2823.99,2830.31,3640.9858
1763874900000.0,2830.31,2831.39,2824.0,2824.35,4225.6709
1763875800000.0,2824.35,2824.35,2813.1,2817.47,10148.577
1763876700000.0,2817.46,2827.47,2817.46,2825.35,2777.783
1763877600000.0,2825.35,2832.47,2823.19,2825.27,2173.803
1763878500000.0,2825.28,2827.83,2820.0,2820.83,6598.8918
1763879400000.0,2820.83,2821.28,2806.0,2811.7,5728.9987
1763880300000.0,2811.71,2815.09,2808.0,2810.33,2820.0886
1763881200000.0,2810.34,2812.34,2794.0,2804.13,9230.9557
1763882100000.0,2804.12,2804.56,2777.2,2782.18,15816.5604
1763883000000.0,2782.18,2793.47,2780.15,2792.17,4580.3448
1763883900000.0,2792.17,2794.83,2788.68,2793.7,2175.7265
1763884800000.0,2793.7,2806.57,2793.69,2802.59,3068.35
1763885700000.0,2802.58,2808.89,2799.06,2807.14,1858.3636
1763886600000.0,2807.15,2810.45,2803.16,2803.63,1427.6641
1763887500000.0,2803.64,2815.73,2803.64,2811.53,2815.6158
1763888400000.0,2811.53,2812.05,2807.24,2810.93,1064.6043
1763889300000.0,2810.92,2815.77,2807.35,2809.55,1780.592
1763890200000.0,2809.56,2823.98,2806.09,2820.38,5525.8896
1763891100000.0,2820.39,2820.69,2814.18,2816.45,1126.7479
1763892000000.0,2816.45,2816.87,2803.44,2808.31,2792.6205
1763892900000.0,2808.3,2812.97,2802.88,2807.09,1746.5824
1763893800000.0,2807.09,2812.97,2803.79,2810.82,1629.6964
1763894700000.0,2810.82,2813.72,2807.56,2808.73,1338.2401
1763895600000.0,2808.72,2811.39,2803.72,2809.5,1954.325
1763896500000.0,2809.5,2817.82,2805.03,2812.73,1415.9442
1763897400000.0,2812.73,2819.59,2812.73,2818.18,1967.2373
1763898300000.0,2818.18,2820.61,2813.0,2815.54,1685.1173
1763899200000.0,2815.54,2830.0,2813.98,2828.28,3162.0322
1763900100000.0,2828.29,2847.01,2828.0,2835.46,16538.8153
