Timestamp,Type,Price,Stop Loss,Take Profit,AI Conf,Reason
2025-11-27 03:09:16,LONG,$3046.21,$3018.79,$3048.76,42.9%,Confirmed Trend + Whales (2.06) + TP < Wall ($3052). TP < Psych ($3100). 
